id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
329986,317457,LTFM,12303,147,ASP,1,0,16L,41.29859924316406,28.709199905395508,218,174,,34R,41.26490020751953,28.70989990234375,325,354,
329985,317457,LTFM,12303,196,ASP,1,0,16R,41.29859924316406,28.706750869750977,218,174,,34L,41.26483917236328,28.70741081237793,325,354,
329988,317457,LTFM,13451,196,ASP,1,0,17L,41.298828125,28.727039337158203,202,174,,35R,41.26192092895508,28.727760314941406,310,354,
329987,317457,LTFM,13451,147,ASP,1,0,17R,41.29880142211914,28.72450065612793,202,174,,35L,41.26190185546875,28.725299835205078,310,354,
336568,317457,LTFM,10039,148,CON,1,0,18,41.289798736572266,28.756200790405273,221,179,,36,41.26219940185547,28.75670051574707,309,354,
354839,316329,LTFO,9843,148,ASPH,1,0,06,41.1755,40.832,16,,,24,41.18417,40.86583,16,,
237544,4571,LUKK,11778,148,CON,1,0,08,46.92729949951172,28.907400131225586,399,88,,26,46.92829895019531,28.954500198364258,279,268,
346775,4571,LUKK,7818,148,CON,1,0,09,46.93270492553711,28.920202255249023,322,,,27,46.9300651550293,28.951263427734375,322,,
237565,4572,LWOH,8366,148,ASP,1,0,01,41.168999,20.7377,2284,18,,19,41.1908,20.746901,2313,198,
237566,4573,LWSK,9678,148,ASP,1,0,16,41.9723014831543,21.617700576782227,781,165,,34,41.95100021362305,21.625099182128906,768,345,
236097,4574,LXGB,6000,150,ASP,1,0,09,36.150829,-5.359622,10,88,302,27,36.151513,-5.340055,11,268,368
246233,4610,LYBE,11155,148,ASP,1,0,12L,44.826519,20.29097,318,122,,30R,44.810333,20.327454,335,302,1312
506930,4610,LYBE,11483,148,ASPH,1,0,12R,44.824989,20.289886,326,,,30L,44.808315,20.327484,326,,
246232,4612,LYNI,8202,148,ASP,1,0,11,43.34120178222656,21.841299057006836,644,113,719,29,43.332298278808594,21.86949920654297,646,293,985
246240,4613,LYPG,8202,148,ASP,1,0,18,42.370601654052734,19.253000259399414,118,184.3,,36,42.348201751708984,19.250699996948242,82,4.3,
237438,4617,LZIB,9515,197,CON,1,0,04,48.16080093383789,17.199399948120117,436,44,,22,48.17959976196289,17.226499557495117,430,224,
237439,4617,LZIB,10466,148,CON,1,0,13,48.17570114135742,17.20400047302246,433,134,,31,48.155799865722656,17.234800338745117,434,314,777
239203,4628,MBPV,9199,148,ASP,1,0,10,21.77442741394043,-72.2822036743164,13,93,600,28,21.773099899291992,-72.25514221191406,3,273,
235483,4635,MDLR,9678,148,CON,1,0,11,18.454117,-68.925194,240,109,,29,18.454117,-68.925194,217,289,
314313,4636,MDPC,10171,148,ASP,1,0,08,18.57029914855957,-68.38310241699219,43,74,,26,18.578100204467773,-68.35479736328125,37,254,
235486,4636,MDPC,10171,148,ASP,1,0,09,18.566099166870117,-68.37809753417969,47,83,,27,18.568599700927734,-68.34880065917969,36,263,
235489,4638,MDSD,11000,200,ASP,1,0,17,18.444000244140625,-69.67420196533203,39,161,,35,18.4153995513916,-69.6636962890625,58,341,
603748,4638,MDSD,9813,148,ASP,0,0,18,18.441397,-69.675209,39,173,,36,18.41589,-69.66584,55,353,
235484,4640,MDST,8595,148,ASP,1,0,11,19.40880012512207,-70.61689758300781,565,103,,29,19.403400421142578,-70.59249877929688,551,283,
236389,4644,MGGT,9800,196,ASP,1,0,02,14.57040023803711,-90.53160095214844,4884,17.4,,20,14.596099853515625,-90.52330017089844,4952,197.4,722
236413,4661,MHLM,9203,148,CON,1,0,04,15.442299842834473,-87.93260192871094,91,40,656,22,15.461600303649902,-87.91570281982422,83,220,
236414,4663,MHRO,7349,148,ASP,1,0,07,16.312599182128906,-86.53250122070312,9,66,200,25,16.32110023498535,-86.51339721679688,17,246,
236416,4664,MHSC,8064,148,ASP,1,0,17,14.39323,-87.623199,2061,170,,35,14.371522,-87.619125,2036,350,
576756,4680,MKJP,8900,150,ASP,1,0,12,17.94029998779297,-76.79949951171875,8,112,,30,17.931100845336914,-76.77570343017578,17,292,
237248,4681,MKJS,10039,148,ASP,1,0,07,18.498699,-77.924797,7,66,225,25,18.508699,-77.901901,7,246,555
237734,4688,MMAA,5579,115,CON,1,0,06,16.753599166870117,-99.76239776611328,11,67,,24,16.759599685668945,-99.7477035522461,11,247,
237735,4688,MMAA,10832,148,CON,1,0,10,16.760000228881836,-99.76319885253906,13,108,,28,16.750699996948242,-99.73380279541016,13,288,
237667,4691,MMAS,3478,98,ASP,0,1,04,21.703800201416016,-102.31999969482422,6112,49,,22,21.709999084472656,-102.31199645996094,6112,229,656
237668,4691,MMAS,9843,148,ASP,1,0,18,21.714599609375,-102.31700134277344,6112,183,,36,21.6875,-102.31900024414062,6112,3,
237791,4692,MMBT,8858,148,ASP,1,0,07,15.77299976348877,-96.2750015258789,464,79.1,,25,15.777600288391113,-96.25019836425781,464,259.1,
237730,4697,MMCL,7365,148,ASP,1,0,03,24.756367,-107.481361,102,33,,21,24.773327,-107.469246,109,213,886
237750,4701,MMCS,8858,148,ASP,1,0,03,31.628299713134766,-106.43599700927734,3887,38.5,,21,31.64739990234375,-106.41799926757812,3887,218.5,
237751,4701,MMCS,5741,98,ASP,0,0,14,31.643199920654297,-106.43199920654297,3899,156,,32,31.628700256347656,-106.42500305175781,3902,336,
237671,4703,MMCU,3609,98,ASP,0,0,05,28.696699,-105.972,4447,56,,23,28.702299,-105.962997,4447,236,
237673,4703,MMCU,8530,148,ASP,1,0,18L,28.714599609375,-105.96099853515625,4436,190.8,,36R,28.691600799560547,-105.96600341796875,4398,10.8,
237672,4703,MMCU,7885,75,ASP,0,0,18R,28.713300704956055,-105.96299743652344,4459,190.8,,36L,28.691999435424805,-105.96800231933594,4459,10.8,
237780,4706,MMCZ,10165,148,ASP,1,1,05,20.522899627685547,-86.94020080566406,11,55.2,2530,23,20.538799285888672,-86.91580200195312,14,235.2,
237781,4706,MMCZ,8858,148,ASP,1,0,12,20.520099639892578,-86.94000244140625,10,116,656,30,20.50950050354004,-86.9166030883789,15,296,
237662,4710,MMGL,5906,98,ASP,0,1,02,20.520891,-103.311729,5016,30,,20,20.534929,-103.30304,5016,210,
430676,4710,MMGL,11608,148,ASP,1,0,11L,20.531017,-103.32666,5006,,,29R,20.518005,-103.29567,5006,,
237663,4710,MMGL,13123,197,ASPH,1,0,11R,20.528786,-103.327698,5012,113,,29L,20.514072,-103.292664,5011,293,
237680,4713,MMHO,7546,148,ASP,1,0,05,29.08799934387207,-111.06300354003906,626,59,,23,29.098800659179688,-111.04199981689453,626,239,
237681,4713,MMHO,3609,98,ASP,0,1,11,29.099899291992188,-111.05400085449219,616,126,,29,29.094200134277344,-111.04499816894531,616,306,
237722,4722,MMLO,11483,148,ASP,1,0,13,21.0044002532959,-101.49299621582031,5956,134,,31,20.982500076293945,-101.46900177001953,5956,314,
237779,4724,MMLT,7218,148,ASP,1,0,16,25.999099731445312,-111.3499984741211,34,173,,34,25.979299545288086,-111.34700012207031,34,353,
237683,4726,MMMD,10499,151,ASP,1,0,10,20.937599182128906,-89.6603012084961,38,105,984,28,20.93000030517578,-89.63059997558594,38,285,
237684,4726,MMMD,7546,151,ASP,1,0,18,20.94070053100586,-89.65760040283203,38,181,,36,20.9197998046875,-89.65799713134766,38,1,
237761,4728,MMMM,11155,148,ASP,1,0,05,19.841100692749023,-101.03900146484375,6033,54.7,,23,19.858800888061523,-101.01200103759766,6033,234.7,
237742,4731,MMMX,12966,148,ASP,1,0,05L,19.427600860595703,-99.09049987792969,7309,59.4,1034,23R,19.44569969177246,-99.05819702148438,7311,239.4,1641
237741,4731,MMMX,12795,148,ASP,1,0,05R,19.427000045776367,-99.08580017089844,7316,59.4,1493,23L,19.444900512695312,-99.05390167236328,7295,239.4,
237724,4732,MMMY,9843,148,ASP,1,0,12,25.7841,-100.116997,1277,121,,30,25.77,-100.091003,1234,301,
237725,4732,MMMY,5909,98,ASP,0,0,16,25.78809928894043,-100.11000061035156,1271,165,,34,25.77239990234375,-100.1050033569336,1254,345,
237733,4733,MMMZ,8868,197,ASP,1,0,09,23.162001,-106.278,19,93,,27,23.1607,-106.251999,37,273,
237728,4736,MMOX,8038,148,ASP,1,0,01,16.988100051879883,-96.7291030883789,4965,15.7,,19,17.0093994140625,-96.7228012084961,4989,195.7,
237726,4738,MMPB,11811,148,ASP,1,0,17,19.17449951171875,-98.37200164794922,7361,177.8,,35,19.141799926757812,-98.37090301513672,7361,357.8,
237792,4745,MMPR,10171,148,ASP,1,0,04,20.670499801635742,-105.26499938964844,23,47,,22,20.689599990844727,-105.24299621582031,23,227,
237647,4747,MMQT,11483,148,CON,1,0,09,20.62019920349121,-100.2020034790039,6296,100.8,,27,20.614299774169922,-100.16899871826172,6296,280.8,
237695,4750,MMSD,9843,148,ASP,1,0,16,23.165300369262695,-109.7229995727539,374,173.7,,34,23.138399124145508,-109.71900177001953,348,353.7,
604703,31923,MMSM,11385,246,CON,1,1,04,,,,,,22,,,,,1387
348717,31923,MMSM,14764,148,PEM,1,0,04C,19.728561,-99.023102,7358,45,,22C,19.755127,-98.990631,7358,225,
348716,31923,MMSM,14764,148,PEM,1,0,04L,19.734081,-99.039696,7356,45,,22R,19.760651,-99.007225,7356,225,
348718,31923,MMSM,11483,148,CON,1,0,04R,19.725822,-99.02063,7355,45,,22L,19.7465,-98.995354,7355,225,
237700,4757,MMTJ,9711,144,CON,1,0,09,32.54309844970703,-116.98600006103516,487,99,,27,32.53900146484375,-116.95500183105469,487,279,
525588,520012,MMTL,12139,148,CON,1,0,12,,,,,,30,,,,,
237747,4760,MMTO,13780,148,ASP,1,0,15,19.35449981689453,-99.57389831542969,8463,156.8,295,33,19.319599151611328,-99.55809783935547,8466,336.8,525
298622,4762,MMUN,9186,148,ASP,1,0,12L,21.054702758789062,-86.88137817382812,22,123.6,,30R,21.040658950805664,-86.85896301269531,18,303.6,
237786,4762,MMUN,11483,197,ASP,1,0,12R,21.045299530029297,-86.89099884033203,20,123.6,,30L,21.027799606323242,-86.86289978027344,18,303.6,
237790,4763,MMVA,7218,148,ASP,1,0,08,17.996400833129883,-92.82779693603516,46,87,,26,17.997600555419922,-92.80690002441406,46,267,
237738,4764,MMVR,4997,148,ASP,0,1,09,19.146400451660156,-96.19190216064453,90,101,,27,19.143800735473633,-96.17759704589844,90,281,
237739,4764,MMVR,7874,148,ASP,1,0,19,19.149499893188477,-96.1863021850586,89,191,,01,19.12809944152832,-96.1906967163086,111,11,
237789,4766,MMZH,8222,197,ASP,1,0,09,17.601925,-101.472351,13,92,,27,17.601316,-101.448753,26,272,
238004,4774,MNMG,8012,148,ASP,1,0,10,12.1427,-86.179298,194,97,,28,12.1402,-86.156998,192,277,
238296,4793,MPTO,8800,200,ASP,1,0,03L,9.072790145874023,-79.38729858398438,56,31,,21R,9.093620300292969,-79.37480163574219,135,211,
238295,4793,MPTO,10006,148,CON,1,0,03R,9.04757022857666,-79.3927001953125,22,29.5,,21L,9.07155990600586,-79.37899780273438,36,209.5,
235375,4806,MRLB,9022,148,ASP,1,0,07,10.589099884033203,-85.5562973022461,249,70,,25,10.59749984741211,-85.53250122070312,269,250,
235385,4810,MROC,9882,151,ASP,1,0,07,9.98900032043457,-84.2219009399414,2936,69.1,,25,9.998849868774414,-84.1958999633789,3045,249.1,1969
235662,4820,MSLP,10500,148,ASP,1,0,07,13.435999870300293,-89.0696029663086,77,70,,25,13.445899963378906,-89.04180145263672,99,250,
235663,4820,MSLP,2625,75,ASP,0,1,18,13.454000473022461,-89.04779815673828,101,180,,36,13.446800231933594,-89.04779815673828,123,360,
236408,4823,MTCH,8701,148,ASP,0,0,05,19.717997,-72.20755,10,39,,23,19.736504,-72.191483,6,219,
236406,4825,MTPP,9974,141,ASP,1,0,10,18.579299926757812,-72.30690002441406,79,87,,28,18.580799102783203,-72.2781982421875,122,267,
235419,4834,MUCM,9842,148,ASP,1,0,07,21.4153995513916,-77.86090087890625,400,68,,25,21.42530059814453,-77.83390045166016,400,248,
235410,4835,MUCU,13130,148,ASP,1,0,10,19.969600677490234,-75.85469818115234,197,91,985,28,19.969999313354492,-75.81649780273438,246,269,980
235411,4835,MUCU,4593,148,ASP,0,0,19,19.98069953918457,-75.83550262451172,187,179,,01,19.9689998626709,-75.83540344238281,217,359,
235402,4839,MUHA,13123,148,ASP,1,0,06,22.978599548339844,-82.42489624023438,210,54,,24,22.99970054626465,-82.39320373535156,210,234,
235425,4840,MUHG,10624,148,ASP,1,0,05,20.775400161743164,-76.32630157470703,279,46,328,23,20.795700073242188,-76.30390167236328,361,226,
235424,4854,MUSC,9898,148,ASP,1,0,08,22.48889923095703,-79.95780181884766,338,76.1,,26,22.495500564575195,-79.92939758300781,318,256.1,
235421,4859,MUVR,11490,148,ASP,1,0,06,23.02549934387207,-81.44940185546875,210,56,,24,23.043399810791016,-81.42120361328125,210,236,
235262,4862,MWCR,7867,148,ASP,1,0,08,19.2904,-81.367599,8,81,869,26,19.295099,-81.3479,6,261,407
233656,4946,MYGF,11019,151,ASP,1,0,06,26.551300048828125,-78.71029663085938,6,61,,24,26.56599998474121,-78.68080139160156,7,241,
233664,4951,MYNN,8273,150,ASP,1,0,10,25.035900115966797,-77.48200225830078,14,90,,28,25.036100387573242,-77.45690155029297,13,270,
233665,4951,MYNN,11353,150,ASP,1,0,14,25.051799774169922,-77.47560119628906,13,135,,32,25.030500411987305,-77.4520034790039,14,315,
233653,4954,MYSM,8000,150,ASP,1,0,10,24.064300537109375,-74.53589630126953,10,95.1,,28,24.062299728393555,-74.51200103759766,24,275.1,
233684,4956,MZBZ,9678,148,ASP,1,0,07,17.53689956665039,-88.31812286376953,14,77,,25,17.542871475219727,-88.29104614257812,15,257,
235439,4958,NCRG,7638,150,CON,1,0,08,-21.202699661254883,-159.81700134277344,21,90,400,26,-21.202699661254883,-159.79400634765625,14,270,340
235777,4959,NFFN,10739,150,ASP,1,0,02,-17.773700714111328,177.42799377441406,26,37.8,280,20,-17.75040054321289,177.44700622558594,41,217.8,
235778,4959,NFFN,7007,150,ASP,1,0,09,-17.75349998474121,177.43600463867188,17,104.4,,27,-17.75830078125,177.4550018310547,59,284.4,
235776,4960,NFNA,7047,148,ASP,1,0,10,-18.040892,178.551971,17,109,394,28,-18.047272,178.571136,10,289,
239206,4962,NFTF,8795,147,ASP,1,0,11,-21.234800338745117,-175.16099548339844,91,121.9,,29,-21.247600555419922,-175.13900756835938,113,301.9,
239207,4962,NFTF,4951,195,GRS,0,0,17,-21.237699508666992,-175.13900756835938,98,181.2,,35,-21.251300811767578,-175.13900756835938,126,1.2,
239208,4964,NFTV,5593,98,BIT,1,0,08,-18.584299087524414,-173.97000122070312,221,96.2,980,26,-18.586000442504883,-173.95399475097656,233,276.2,1655
355290,313797,NG-0005,10171,197,concrete,1,0,06,12.47218,4.3571,770,61,,24,12.48621,4.38165,771,241,
237285,4972,NGTA,6598,135,BIT,1,0,09,1.3827799558639526,173.13800048828125,9,97.2,,27,1.3804899454116821,173.156005859375,9,277.2,263
246218,4975,NLWW,6890,148,ASP,1,0,08,-13.238300323486328,-176.20899963378906,59,90,,26,-13.238300323486328,-176.19000244140625,75,270,
603486,342097,NP-0003,8202,148,Concrete,1,0,12,,,,,,30,,,,,
246224,4976,NSFA,9843,148,ASP,1,0,08,-13.8302001953125,-172.02200317382812,58,89,,26,-13.829700469970703,-171.99400329589844,9,269,
232907,4978,NSTU,10000,150,ASP,1,0,05,-14.340499877929688,-170.72500610351562,30,60.2,1000,23,-14.326800346374512,-170.7010040283203,9,240.2,800
232908,4978,NSTU,3800,100,ASP,1,0,08,-14.326899528503418,-170.71299743652344,6,90,1600,26,-14.326899528503418,-170.70199584960938,5,270,
235795,4979,NTAA,11360,148,ASP,1,0,04,-17.56290054321289,-149.6199951171875,5,54.3,1120,22,-17.544599533081055,-149.593994140625,5,234.3,390
237885,5011,NVVV,8530,148,ASP,1,0,11,-17.692699432373047,168.3070068359375,51,117.9,,29,-17.703699111938477,168.3280029296875,70,297.9,
237886,5011,NVVV,3310,105,GRS,0,0,11R,-17.695199966430664,168.31100463867188,,117.9,,29L,-17.699499130249023,168.31900024414062,,297.9,
237866,5021,NWWW,10663,148,ASP,1,0,11,-22.006999969482422,166.19900512695312,30,121.1,,29,-22.0221004486084,166.2259979248047,52,301.1,
238097,5023,NZAA,10197,148,CON,0,1,05L,-37.01380157470703,174.77099609375,15,71,1148,23R,-37.00490188598633,174.80499267578125,22,251,1542
238096,5023,NZAA,11926,148,CON,1,0,05R,-37.017101,174.766998,15,72,1125,23L,-37.006699,174.804993,23,252,
238073,5026,NZCH,1690,229,GRS,0,0,01,-43.48659896850586,172.531005859375,,37.7,,19,-43.48270034790039,172.53500366210938,,217.7,
238074,5026,NZCH,10787,148,ASP,1,0,02,-43.49760055541992,172.52200317382812,123,41,,20,-43.474998474121094,172.54800415039062,93,221,
238075,5026,NZCH,5587,148,BIT,1,0,11,-43.48460006713867,172.52499389648438,115,131,,29,-43.49470138549805,172.54100036621094,95,311,
238105,5051,NZQN,6204,148,ASP,1,0,05,-45.020123,168.734924,1160,76,196,23,-45.016441,168.758362,1171,256,171
238107,5051,NZQN,2920,33,BITUM,0,0,14,-45.017185,168.740906,1168,165,33,32,-45.024769,168.744568,1159,345,66
238043,5063,NZWN,6352,148,ASP,1,0,16,-41.31740188598633,174.8070068359375,41,183,210,34,-41.334800720214844,174.80599975585938,23,3,210
232777,5069,OAHR,9888,150,ASP,0,0,18,34.22119903564453,62.22999954223633,3206,187,,36,34.19879913330078,62.226600646972656,3133,7,
232784,5072,OAKB,11483,164,ASP,1,0,11,34.570499420166016,69.19429779052734,5869,107,80,29,34.56119918823242,69.23049926757812,5872,287,2325
232780,5073,OAKN,10532,148,ASP,1,0,05,31.497499465942383,65.83390045166016,3303,55,,23,31.513999938964844,65.86170196533203,3337,235,2001
232778,5075,OAMS,10437,146,CONCRETE AND ASP,1,1,06L,36.70100021362305,67.19349670410156,1278,65.8,535,24R,36.712799072265625,67.22589874267578,1256,245.8,1733
271059,5075,OAMS,9843,147,ASP,1,0,06R,36.700833,67.201,1287,66,,24L,36.711833,67.2315,1252,246,
233604,5079,OBBI,12979,197,ASP,1,0,12L,26.280399322509766,50.617000579833984,6,123,1000,30R,26.26129913330078,50.65019989013672,6,303,1000
233603,5079,OBBI,8302,148,ASP,1,0,12R,26.270999908447266,50.62990188598633,7,123,1000,30L,26.258699417114258,50.65129852294922,6,303,395
353835,316826,OCS,10220,,Concrete,0,0,01,,,,,,19,,,,,
238678,5082,OEAB,10991,148,ASP,1,0,13,18.249900817871094,42.6442985534668,6832,129,,31,18.23080062866211,42.66899871826172,6858,309,
238645,5083,OEAH,10039,148,ASP,1,0,16,25.298599243164062,49.481201171875,588,164.9,,34,25.27199935913086,49.48910140991211,575,344.9,
355185,300611,OEAO,10007,164,asphalt,1,0,12,,,,,,30,,,,,
238669,5087,OEDF,13124,197,ASP,1,0,16L,26.48859977722168,49.8036994934082,59,165,,34R,26.453800201416016,49.81439971923828,72,345,
238668,5087,OEDF,13124,197,ASP,1,0,16R,26.48859977722168,49.78139877319336,48,165,,34L,26.453800201416016,49.79209899902344,56,345,
238674,5089,OEDR,11811,148,ASP,1,0,16L,26.28820037841797,50.164100646972656,84,165,,34R,26.256799697875977,50.17340087890625,48,345,
238673,5089,OEDR,12008,148,ASP,1,0,16R,26.268600463867188,50.132598876953125,68,165,,34L,26.2367000579834,50.1421012878418,64,345,
238675,5091,OEGS,9843,147,ASP,1,0,15,26.314800262451172,43.766998291015625,2126,153,,33,26.290800094604492,43.780799865722656,2120,333,
238679,5093,OEHL,12204,148,ASP,1,0,18,27.454700469970703,41.6875,3299,184,,36,27.421199798583984,41.68510055541992,3331,4,1164
238622,5097,OEJN,13123,197,ASP,1,0,16C,21.69507,39.151543,26,160,,34C,21.661179,39.164917,26,340,
238624,5097,OEJN,13123,197,ASP,1,0,16L,21.700436,39.167131,30,160,,34R,21.6665,39.1805,48,340,
238623,5097,OEJN,12467,197,ASP,1,0,16R,21.7027,39.1269,13,160,,34L,21.6705,39.139599,13,340,
238676,5101,OEMA,14222,197,ASP,1,0,17,24.576406478881836,39.70331573486328,2151,169,1805,35,24.537992477416992,39.71147155761719,2083,349,
238677,5101,OEMA,10039,147,ASP,1,0,18,24.563499450683594,39.70399856567383,2144,184,,36,24.535999298095703,39.70199966430664,2079,4,
332513,332512,OENN,12326,164,ASP,1,0,15,27.935499,35.284599,25,155,,33,27.919701,35.2929,32,335,
238659,5103,OEPA,10007,148,ASP,1,0,16,28.348867,46.121231,1171,158,,34,28.323328,46.132812,1174,338,
238654,5112,OERK,13796,197,ASP,1,0,15L,24.976900100708008,46.70199966430664,2033,150,,33R,24.944000244140625,46.722801208496094,2012,330,
238653,5112,OERK,13796,197,ASP,1,0,15R,24.97089958190918,46.67490005493164,2049,150,,33L,24.937999725341797,46.695701599121094,2033,330,
238634,5119,OESK,12011,147,ASP,1,0,10,29.787900924682617,40.081298828125,2261,99.8,,28,29.78230094909668,40.11869812011719,2260,279.8,
238631,5121,OETB,10991,148,ASP,1,0,06,28.369199752807617,36.61989974975586,2545,65,,24,28.381999969482422,36.650901794433594,2551,245,
238632,5121,OETB,10007,148,ASP,1,0,13,28.381200790405273,36.59400177001953,2530,132.9,,31,28.362199783325195,36.61709976196289,2539,312.9,
238637,5122,OETF,12254,148,ASP,1,0,07,21.4773006439209,40.520599365234375,4848,74.7,,25,21.486299514770508,40.55550003051758,4737,254.7,
238638,5122,OETF,10991,148,ASP,1,0,17,21.506399154663086,40.54090118408203,4753,172.2,,35,21.47640037536621,40.5453987121582,4775,352.2,
238650,5129,OEYN,10532,148,ASP,1,0,10,24.147499084472656,38.04800033569336,18,103.2,,28,24.140899658203125,38.078800201416016,26,283.2,
236832,5130,OIAA,7437,115,ASP,0,0,14L,30.371299743652344,48.22909927368164,8,144.6,,32R,30.354700088500977,48.242698669433594,10,324.6,
236831,5130,OIAA,10169,148,ASP,1,0,14R,30.378700256347656,48.22129821777344,10,144.6,,32L,30.355899810791016,48.2400016784668,10,324.6,
236889,5137,OIAW,11149,148,ASP,1,0,12,31.34600067138672,48.74720001220703,66,124.1,,30,31.328800201416016,48.77669906616211,59,304.1,
236881,5143,OIBK,12004,215,ASP,0,1,09L,26.530099868774414,53.96200180053711,96,94.9,,27R,26.527299880981445,53.998600006103516,101,274.9,
236880,5143,OIBK,12004,148,ASP,1,0,09R,26.527599334716797,53.96189880371094,95,94.9,,27L,26.524799346923828,53.99850082397461,98,274.9,
236893,5156,OIFM,14425,148,ASP,1,0,07L,32.74869918823242,51.837799072265625,5057,78,,25R,32.75699996948242,51.88370132446289,5044,258,
236892,5156,OIFM,14425,148,ASP,1,0,07R,32.74470138549805,51.83890151977539,5059,78,,25L,32.75299835205078,51.884700775146484,5041,258,
236932,5166,OIIE,13772,148,ASP,1,0,11L,35.42530059814453,51.12220001220703,3305,109,,29R,35.41310119628906,51.16600036621094,3256,289,
236931,5166,OIIE,13425,148,ASP,1,0,11R,35.423698,51.121498,3305,109,,29L,35.4114,51.165798,3257,289,1460
236883,5168,OIII,1554,130,CON,0,1,09,35.6987,51.323799,,89,,27,35.698799,51.329102,,269,
236885,5168,OIII,13087,148,ASP,1,0,11L,35.695576,51.295746,3962,109,2783,29R,35.684521,51.333717,3797,289,
236884,5168,OIII,13258,197,ASP,1,0,11R,35.694698,51.291599,3949,109,2110,29L,35.6824,51.333599,3794,289,
236911,5171,OIIP,12005,197,ASP,1,0,12,35.78609848022461,50.8109016418457,4164,128,,30,35.76580047607422,50.842899322509766,4163,308,
236887,5172,OIKB,11341,98,ASP,0,0,03L,27.204999923706055,56.36859893798828,15,27.8,,21R,27.23270034790039,56.3848991394043,22,207.8,
236886,5172,OIKB,12008,148,ASP,1,0,03R,27.20319938659668,56.370399475097656,14,27.8,,21L,27.23240089416504,56.38759994506836,22,207.8,
236872,5174,OIKK,12635,148,ASP,1,0,16L,30.289413,56.944107,5731,158,,34R,30.257128,56.958885,5738,338,
236871,5174,OIKK,12631,148,ASP,1,0,16R,30.288759,56.942101,5735,,,34L,30.256485,56.956879,5735,,
236835,35276,OIKQ,13864,148,ASP,1,0,05,26.7423,55.8862,14,50,,23,26.767,55.918499,45,230,
236878,5180,OIMB,7093,82,ASP,0,0,08,32.89500045776367,59.25510025024414,4870,78.7,,26,32.89889907836914,59.2776985168457,4947,258.7,
236879,5180,OIMB,9521,148,ASP,0,0,10,32.89649963378906,59.26969909667969,4917,98.7,820,28,32.89250183105469,59.30030059814453,4952,278.7,
236924,5183,OIMM,12503,148,ASP,1,0,13L,36.247798919677734,59.626399993896484,3226,133.6,,31R,36.224098205566406,59.657100677490234,3257,313.6,
236923,5183,OIMM,12877,148,ASP,1,0,13R,36.24679946899414,59.6244010925293,3231,133.6,,31L,36.2224006652832,59.65599822998047,3263,313.6,
236919,5197,OISS,14345,148,ASP,1,0,11L,29.549299240112305,52.570098876953125,4910,114.4,,29R,29.532899856567383,52.61119842529297,4862,294.4,
236918,5197,OISS,14051,148,ASP,1,0,11R,29.545299530029297,52.56880187988281,4920,114.3,,29L,29.529399871826172,52.609100341796875,4864,294.3,
236921,5204,OITT,11825,148,CONC,1,0,12L,38.14390182495117,46.219600677490234,4449,128.9,,30R,38.12350082397461,46.25149917602539,4459,308.9,
236920,5204,OITT,11537,98,ASP,0,0,12R,38.14229965209961,46.21870040893555,4448,128.9,,30L,38.122398376464844,46.249900817871094,4458,308.9,
236901,5209,OIZH,14042,148,ASP,1,0,17L,29.4949,60.904701,4475,173,,35R,29.458836,60.909866,4517,353,781
236900,5209,OIZH,14042,148,ASP,1,0,17R,29.494642,60.902241,4536,173,,35L,29.458872,60.907368,4564,353,919
237253,5212,OJAI,12008,200,ASP,1,0,08L,31.726699829101562,35.969600677490234,2360,81.4,,26R,31.732200622558594,36.00749969482422,2395,261.4,
237252,5212,OJAI,12008,200,CON,1,0,08R,31.714399337768555,35.98059844970703,2357,81.4,,26L,31.719900131225586,36.01850128173828,2365,261.4,
237255,5213,OJAM,10745,148,ASP,1,0,06,31.966299057006836,35.97600173950195,2555,65,,24,31.97909927368164,36.007198333740234,2458,245,
237259,5214,OJAQ,9855,148,ASP,1,0,01,29.597999572753906,35.013301849365234,175,19,,19,29.624000549316406,35.02239990234375,113,199,
237384,5220,OKKK,11483,148,ASP,1,0,15L,29.241199,47.983397,161,155,,33R,29.212601,47.9987,206,335,
237383,5220,OKKK,11155,148,CON,1,0,15R,29.240499,47.961497,134,155,,33L,29.2127,47.976297,170,335,
601917,5220,OKKK,15026,197,ASPH,1,0,16,29.228306,47.941902,169,155,,34,29.190855,47.961807,169,335,
237416,5222,OLBA,12467,148,CON,1,0,03,33.79819869995117,35.480899810791016,47,32.9,1886,21,33.826900482177734,35.50310134887695,39,212.9,3265
237417,5222,OLBA,11138,148,CON,1,0,16,33.8400993347168,35.47890090942383,12,165.8,590,34,33.81050109863281,35.48780059814453,48,345.8,
237418,5222,OLBA,10663,197,ASP,1,0,17,33.838199615478516,35.487098693847656,85,177,,35,33.80929946899414,35.48889923095703,36,357,2788
317257,299738,OM-0003,13123,197,CON,1,0,04,19.487278,57.629299,357,45,,22,19.512747,57.656361,357,225,
308419,5226,OMAA,13451,197,ASP,1,0,13L,24.465,54.638329,62,128,,31R,24.442329,54.67017,72,308,
232764,5226,OMAA,13471,197,ASP,1,0,13R,24.444401,54.635201,82,128,,31L,24.4217,54.667198,88,308,
